start_station_name,start_station_id,start_lat,start_lng,total_trips,avg_trip_duration,member_trips,casual_trips,weekend_trips,weekday_trips,lunch_hour_trips,morning_trips,evening_trips,lunch_hour_share,weekend_share,total_trips_score,lunch_trips_score,lunch_share_score,weekday_score,casual_score,food_cart_score
E 47 St & 1 Ave,6498.09,40.75206862,-73.96784384,2253,11.378111858263058,2021,232,523,1730,432,557,769,0.19174434087882822,0.23213493120284065,0.20200842822558954,0.16137467314157639,0.37237306779366636,0.21318545902649413,0.08300536672629696,0.1951581779132443
Bialystoker Pl & Delancey St,5335.03,40.71622644,-73.98261206,1973,11.071035783071466,1807,166,613,1360,485,564,510,0.24581855043081602,0.31069437404967054,0.17690307540572042,0.18117295480014942,0.4773867501120195,0.16759088108441159,0.059391771019678,0.19483233136153447
Sands St & Jay St,4821.03,40.700119,-73.9862,2289,13.059404514343965,1902,387,615,1674,409,398,927,0.17868064657055482,0.2686762778505898,0.20523625930242984,0.15278296600672395,0.3470029947891934,0.20628465804066543,0.13846153846153847,0.1945864878611671
Washington Ave & Park Pl,4116.09,40.675832,-73.963308,2297,10.186369728631549,2019,278,804,1493,446,476,759,0.19416630387461906,0.3500217675228559,0.20595355509728325,0.16660440791931266,0.3770765901333181,0.1839802834257548,0.09946332737030411,0.19424997998159343
Grove St & Broadway,4526.01,40.69047,-73.923511,1576,12.755112055837563,1225,351,502,1074,472,266,382,0.29949238578680204,0.31852791878172587,0.14130727158612033,0.17631677250653716,0.581622894136688,0.1323475046210721,0.12558139534883722,0.194227618146585
Washington Park,4546.05,40.6917823,-73.9737299,1939,11.31248885164174,1661,278,726,1213,480,456,538,0.2475502836513667,0.3744198040226921,0.17385456827759346,0.17930519237952933,0.4807498262214947,0.14947627849661121,0.09946332737030411,0.19413703046073574
3 Ave & E 71 St,6960.12,40.76879,-73.9614,1916,11.340058046276965,1693,223,439,1477,460,375,591,0.24008350730688935,0.2291231732776618,0.17179234286738995,0.17183414269704894,0.46624913013221986,0.1820086260012323,0.07978533094812165,0.19409520696909524
31 St & Newtown Ave,6923.20,40.7675487799971,-73.9209334552288,1953,9.218135961768219,1729,224,529,1424,465,278,611,0.23809523809523808,0.2708653353814644,0.17510983591858692,0.17370190511766903,0.4623878536922015,0.17547751078250154,0.08014311270125224,0.19392172456667658
E 89 St & York Ave,7204.08,40.7779453,-73.946041,2155,12.155236024748646,1944,211,588,1567,449,578,541,0.20835266821345708,0.2728538283062645,0.19322155473863534,0.16772506537168472,0.4046269208783079,0.19309919901417127,0.07549194991055456,0.193640888446469
W 111 St & 5 Ave,7587.16,40.79752078124755,-73.9489397406578,1988,13.334630625419182,1668,320,519,1469,438,531,499,0.22032193158953722,0.26106639839034207,0.17824800502107058,0.16361598804632052,0.4278715772898259,0.18102279728897105,0.11449016100178891,0.19226833035843552
Wythe Ave & N 13 St,5558.04,40.722767,-73.957021,2287,11.781856536947966,1956,331,700,1587,417,279,897,0.18233493659816352,0.3060778312199388,0.2050569353537165,0.1557713858797161,0.3540997319442596,0.1955637707948244,0.11842576028622541,0.19214952227834314
Bergen St & 4 Ave,4322.06,40.68256425759694,-73.9798977971077,2187,10.745193979576284,1913,274,686,1501,436,335,779,0.19935985368084133,0.3136716963877458,0.19609073791804896,0.16286888307807246,0.38716261439467736,0.18496611213801603,0.09803220035778175,0.19153949745968674
Bushwick Ave & Powers St,5250.05,40.71247661,-73.94100005,2087,11.598041734547197,1755,332,765,1322,447,317,675,0.21418303785337806,0.366554863440345,0.18712454048238142,0.16697796040343668,0.4159496677152559,0.16290819470117068,0.118783542039356,0.1912783811774935
3 Ave & Schermerhorn St,4437.01,40.68683208,-73.9796772,1962,10.752778287461775,1725,237,567,1395,453,313,659,0.2308868501529052,0.2889908256880734,0.175916793687797,0.1692192753081808,0.44838895536941004,0.17190388170055454,0.08479427549194991,0.19090504420605942
E 67 St & Park Ave,6932.14,40.76780080148132,-73.96592080593109,1656,13.301502888486313,1433,223,370,1286,458,287,523,0.27657004830917875,0.22342995169082125,0.14848022953465434,0.1710870377288009,0.5371070503395645,0.15847196549599507,0.07978533094812165,0.19038415181671153
W 84 St & Amsterdam Ave,7409.04,40.78621,-73.9756,2229,12.815827889935695,2008,221,589,1640,422,675,493,0.18932256617317184,0.2642440556303275,0.19985654084102933,0.1576391483003362,0.3676699111189134,0.20209488601355516,0.07906976744186046,0.19023078217416345
Hudson Blvd W & W 36 St,6611.07,40.75676475086503,-73.99971440439913,1975,11.375926160337553,1806,169,320,1655,431,712,473,0.21822784810126583,0.1620253164556962,0.1770823993544338,0.16100112065745237,0.4238048064575307,0.203943314849045,0.06046511627906977,0.1898366473121858
W 116 St & Broadway,7713.11,40.8082,-73.9641,1609,13.338031634555623,1385,224,373,1236,458,255,433,0.2846488502175264,0.23182100683654444,0.14426611673989062,0.1710870377288009,0.5527963178137468,0.1523105360443623,0.08014311270125224,0.18970304265042534
Banker St & Meserole Ave,5633.04,40.72606,-73.95621,1992,11.197360876840696,1702,290,635,1357,443,477,531,0.22238955823293172,0.31877510040160645,0.17860665291849726,0.1654837504669406,0.43188696816250505,0.1672211953173136,0.1037567084078712,0.18957958261355387
Duane St & Hudson St,5359.12,40.71703,-74.00925,2000,12.056568508333333,1730,270,534,1466,433,413,672,0.2165,0.267,0.17932394871335067,0.1617482256257004,0.4204492753623188,0.18065311152187308,0.09660107334525939,0.18927852332246523
W 106 St & Amsterdam Ave,7634.01,40.8008363,-73.9664492472,1928,12.767753397302904,1689,239,618,1310,454,478,482,0.2354771784232365,0.32053941908713696,0.17286828655967004,0.1695928277923048,0.4573035059233868,0.1614294516327788,0.08550983899821109,0.18914178618593974
Park Pl & Carlton Ave,4125.13,40.677358,-73.97211,2075,8.83867108433735,1835,240,544,1531,429,456,616,0.20674698795180724,0.2621686746987952,0.18604859679010133,0.16025401568920433,0.40150864326872704,0.1886629698089957,0.08586762075134168,0.18907127505255286
Sterling Pl & 5 Ave,4208.01,40.678970070475735,-73.97855266928671,1712,10.620059131619938,1508,204,576,1136,472,252,538,0.2757009345794392,0.3364485981308411,0.15350130009862817,0.17631677250653716,0.5354192062847081,0.13998767714109672,0.07298747763864043,0.18892439922249923
55 Ave & Center Blvd,6104.01,40.740288,-73.960697,2143,9.309786210919272,1943,200,701,1442,441,535,601,0.20578628091460568,0.32711152589827347,0.19214561104635525,0.16473664549869257,0.3996429223559009,0.17769562538508935,0.07155635062611806,0.18835328106135096
Cambridge Pl & Gates Ave,4377.04,40.68488,-73.96304,1980,11.432127845117845,1731,249,680,1300,450,404,606,0.22727272727272727,0.3434343434343434,0.17753070922621716,0.16809861785580874,0.44137022397891956,0.16019716574245224,0.089087656529517,0.18830241475542145
E 45 St & 3 Ave,6464.08,40.75255434,-73.97282625,1830,11.220542531876138,1578,252,294,1536,422,297,674,0.23060109289617486,0.16065573770491803,0.16408141307271587,0.1576391483003362,0.4478340064940207,0.18927911275415896,0.09016100178890876,0.18784937855242134
Lorimer St & Calyer St,5709.04,40.72795,-73.95414,1991,10.292645437803449,1754,237,649,1342,442,532,509,0.22199899547965846,0.3259668508287293,0.17851699094414059,0.1651101979828166,0.4311284839749889,0.16537276648182378,0.08479427549194991,0.1870846462730796
44 Dr & 21 St,6319.03,40.748036,-73.946705,1998,11.446508775442108,1714,284,586,1412,427,236,723,0.21371371371371373,0.2932932932932933,0.17914462476463733,0.1595069107209563,0.4150382266324295,0.1739987677141097,0.10161001788908766,0.1870781529384677
W 46 St & 11 Ave,6795.01,40.76341379,-73.99667444,1915,12.169748372497825,1672,243,527,1388,436,519,454,0.22767624020887728,0.27519582245430807,0.17170268089303325,0.16286888307807246,0.44215385779695004,0.17104128157732593,0.08694096601073345,0.1870475179968172
Prospect Pl & 6 Ave,4166.08,40.6793307,-73.97519523,1906,10.787474693948933,1698,208,585,1321,448,428,532,0.23504721930745015,0.30692549842602307,0.17089572312382317,0.1673515128875607,0.45646851285794665,0.16278496611213802,0.07441860465116279,0.1869426652649406
Clermont Ave & Lafayette Ave,4461.01,40.68764484,-73.96968902,1919,11.601502579468473,1647,272,620,1299,440,482,463,0.2292860865033872,0.3230849400729547,0.17206132879045996,0.16436309301456856,0.44528022596309974,0.16007393715341958,0.09731663685152057,0.18681688846485991
Riverside Dr & W 82 St,7388.10,40.78720869,-73.98128127,1938,15.034273589611283,1664,274,549,1389,430,535,465,0.2218782249742002,0.28328173374613,0.1737649063032368,0.16062756817332835,0.4308939441527946,0.17116451016635859,0.09803220035778175,0.18678639192080349
Franklin St & W Broadway,5430.08,40.71911552,-74.00666661,1906,12.368147298006296,1638,268,561,1345,435,263,568,0.22822665267576075,0.2943336831059811,0.17089572312382317,0.16249533059394844,0.4432227747616223,0.16574245224892176,0.09588550983899821,0.18665661539868417
1 Ave & E 44 St,6379.03,40.75001986,-73.96905301,1938,12.0135400498796,1745,193,253,1685,410,457,609,0.21155830753353974,0.130546955624355,0.1737649063032368,0.15315651849084796,0.4108523653549902,0.20764017252002465,0.06905187835420394,0.18656446692253037
W 106 St & Central Park W,7606.01,40.7981856,-73.9605909006,1965,15.821414444444445,1636,329,636,1329,426,524,532,0.216793893129771,0.3236641221374046,0.17618577961086704,0.15913335823683228,0.4210200243389755,0.16377079482439927,0.11771019677996422,0.1863703013623819
Park Ave & E 40 St,6432.15,40.75112,-73.97851,2254,11.005194188110027,2065,189,222,2032,364,359,909,0.16149068322981366,0.09849157054125998,0.2020980901999462,0.13597310422114306,0.3136195877216671,0.2504004929143561,0.06762075134168158,0.1863192415165927
Ashland Pl & Dekalb Ave,4513.09,40.690065,-73.978776,1978,13.018618587799123,1728,250,680,1298,441,318,539,0.22295247724974723,0.3437815975733064,0.1773513852775038,0.16473664549869257,0.432980173209654,0.15995070856438695,0.08944543828264759,0.1862283751060259
Leonard St & Maujer St,5148.03,40.7103685423523,-73.94705951213837,2146,11.840060989437713,1864,282,848,1298,434,412,632,0.2022367194780988,0.3951537744641193,0.19241459696942526,0.16212177810982442,0.39274957116036574,0.15995070856438695,0.10089445438282647,0.18620081584799147
Church St & Worth St,5359.13,40.71688538495366,-74.00650128722191,1919,12.172105350008684,1688,231,416,1503,420,376,629,0.21886399166232412,0.21677957269411152,0.17206132879045996,0.15689204333208817,0.4250402156920497,0.18521256931608132,0.08264758497316636,0.18573884129358373
Park Pl & Vanderbilt Ave,4083.13,40.6767,-73.969024,1911,11.062775056689343,1686,225,653,1258,444,307,619,0.23233908948194662,0.34170591313448456,0.17134403299560658,0.16585730295106463,0.4512092462403021,0.1550215650030807,0.08050089445438283,0.18506139135185892
E 25 St & 1 Ave,6004.07,40.7381765,-73.97738662,1986,10.2962963578382,1809,177,394,1592,413,615,393,0.2079556898288016,0.19838872104733132,0.1780686810723572,0.15427717594322002,0.40385597734868717,0.19617991373998767,0.06332737030411449,0.184468499361494
Fulton St & Clermont Ave,4386.05,40.68415748,-73.96922273,1790,11.436909581005587,1568,222,553,1237,442,406,459,0.24692737430167597,0.3089385474860335,0.16049493409844884,0.1651101979828166,0.47954011820905185,0.15243376463339495,0.07942754919499105,0.1842958224856813
Lefferts Pl & Franklin Ave,4222.02,40.680342423,-73.9557689392,1834,10.284144002181025,1600,234,601,1233,441,344,532,0.24045801526717558,0.3276990185387132,0.16444006097014258,0.16473664549869257,0.46697643544639894,0.15194085027726434,0.08372093023255814,0.1842257477904266
W 74 St & Columbus Ave,7230.10,40.7785669,-73.97754961,2088,11.864434243295019,1891,197,639,1449,422,477,606,0.2021072796934866,0.30603448275862066,0.1872142024567381,0.1576391483003362,0.39249819534677105,0.17855822550831793,0.0704830053667263,0.1839870176923155
Lexington Ave & Classon Ave,4452.03,40.68676793,-73.95928168,1902,12.261641552751488,1674,228,699,1203,439,423,542,0.23080967402733965,0.3675078864353312,0.1705370752263965,0.16398954053044454,0.4482390770965726,0.14824399260628465,0.0815742397137746,0.18266073819454637
Clifton Pl & Bedford Ave,4485.10,40.688655,-73.955156,1851,12.868551872861516,1513,338,653,1198,421,450,472,0.22744462452728256,0.3527822798487304,0.16596431453420604,0.1572655958162122,0.4417040534297951,0.14762784966112139,0.12093023255813953,0.18232303570024352
Albany St & Greenwich St,5145.02,40.709267,-74.013247,1781,16.4451758001123,1406,375,440,1341,400,332,582,0.22459292532285233,0.24705221785513756,0.15968797632923876,0.14942099364960776,0.4361659709168436,0.16524953789279112,0.13416815742397137,0.18230266227231212
Madison St & Montgomery St,5262.09,40.713126,-73.984844,2026,9.480876077657124,1867,159,504,1522,413,544,512,0.20384995064165845,0.24876604146100692,0.18165516004662421,0.15427717594322002,0.39588251284032216,0.1875539125077018,0.05688729874776386,0.18219856525213204
Roosevelt Island Tramway,6599.01,40.757284,-73.9536,1366,23.797111908247928,652,714,586,780,391,121,488,0.2862371888726208,0.4289897510980966,0.1224782569712185,0.1460590212924916,0.5558809175207418,0.09611829944547134,0.2554561717352415,0.1820975905098693
Peck Slip & South St,5096.12,40.7075188830923,-74.00108054280281,1631,14.967574054772122,1213,418,566,1065,414,215,513,0.25383200490496627,0.34702636419374616,0.14623868017573746,0.15465072842734404,0.492949110974862,0.13123844731977818,0.14955277280858675,0.1811853028358053
W Broadway & W Houston St,5644.05,40.726378,-74.000472,2067,12.132160699887116,1837,230,563,1504,397,299,683,0.19206579583938074,0.27237542331881953,0.18533130099524792,0.1483003361972357,0.37299734264459444,0.18533579790511398,0.08228980322003578,0.1808338170853303
Washington St & Barrow St,5847.08,40.73191132323174,-74.008769094944,1939,11.144245856970947,1688,251,441,1498,396,557,530,0.20422898401237752,0.22743682310469315,0.17385456827759346,0.1479267837131117,0.39661860663273313,0.18459642637091805,0.08980322003577818,0.1807994843100222
E 81 St & Park Ave,7188.10,40.77677702,-73.9590097,1777,12.666640086287751,1574,203,446,1331,420,493,402,0.23635340461451884,0.2509848058525605,0.15932932843181208,0.15689204333208817,0.4590051625847177,0.16401725200246456,0.07262969588550984,0.18071148352169955
Carroll St & 6 Ave,4019.06,40.6740886,-73.9787282,1957,9.126752631578947,1808,149,569,1388,423,496,507,0.21614716402657128,0.2907511497189576,0.17546848381601363,0.15801270078446022,0.4197640576747906,0.17104128157732593,0.05330948121645796,0.18068717643315457
Macon St & Nostrand Ave,4214.03,40.6809833854,-73.9500479759,1720,10.27352769379845,1496,224,485,1235,424,304,486,0.24651162790697675,0.2819767441860465,0.15421859589348158,0.15838625326858424,0.47873272665992583,0.15218730745532963,0.08014311270125224,0.1803148830445586
South St & Whitehall St,4846.01,40.70122128,-74.01234218,2023,16.9428585187016,1606,417,506,1517,364,473,575,0.17993079584775087,0.25012357884330205,0.1813861741235542,0.13597310422114306,0.34943082092171907,0.18693776956253852,0.14919499105545617,0.18018726511851385
Madison Ave & E 51 St,6659.09,40.75863,-73.97513,1718,12.017247332169188,1529,189,263,1455,405,184,625,0.23573923166472643,0.1530849825378347,0.1540392719447682,0.15128875607022788,0.45781242091410634,0.17929759704251386,0.06762075134168158,0.17986371924485337
W 100 St & Manhattan Ave,7538.14,40.795,-73.9645,2071,12.204038588443586,1838,233,661,1410,402,534,538,0.19410912602607436,0.31916948334138096,0.18568994889267462,0.15016809861785582,0.3769655490941154,0.17375231053604437,0.08336314847942755,0.17976465360398136
Myrtle Ave & Fleet Pl,4628.07,40.693534,-73.981909,1796,12.099327756124723,1522,274,594,1202,417,338,572,0.2321826280623608,0.3307349665924276,0.1610329059445889,0.1557713858797161,0.45090539362835286,0.148120764017252,0.09803220035778175,0.17929612374611173
Front St & Jay St,4895.03,40.702461,-73.986842,1622,13.890275996711877,1384,238,414,1208,417,274,529,0.25709001233045625,0.25524044389642414,0.14543172240652738,0.1557713858797161,0.4992762558301614,0.14886013555144795,0.0851520572450805,0.17909277407734628
William St & Pine St,5065.12,40.70717936,-74.00887308,2017,13.770820261113865,1782,235,449,1568,380,395,670,0.18839861179970252,0.2226078334159643,0.18084820227741416,0.14194994396712737,0.3658755649443498,0.19322242760320393,0.08407871198568873,0.17853444417149275
Eastern Pkwy & Washington Ave,3928.08,40.6716493,-73.9631145,1460,12.602684737442923,1211,249,530,930,432,237,349,0.2958904109589041,0.363013698630137,0.130906482560746,0.16137467314157639,0.5746277546158427,0.11460258780036968,0.089087656529517,0.17849981491434813
Garfield Pl & 8 Ave,3978.13,40.6711978,-73.97484126,2034,10.407714314978694,1788,246,613,1421,391,503,595,0.19223205506391347,0.30137659783677484,0.18237245584147763,0.1460590212924916,0.37332022287774497,0.17510782501540356,0.08801431127012523,0.17786878983060916
4 Ave & 9 St,3955.05,40.6705135,-73.98876585,1688,10.346833748025276,1417,271,572,1116,416,284,444,0.24644549763033174,0.33886255924170616,0.15134941271406796,0.15539783339559207,0.4786042997458616,0.13752310536044363,0.09695885509838999,0.1772875314234881
McGuinness Blvd & Eagle St,5977.01,40.73555,-73.95284,1752,9.857963118340944,1499,253,577,1175,413,507,466,0.23573059360730594,0.329337899543379,0.15708777907289517,0.15427717594322002,0.4577956455562173,0.1447935921133703,0.09051878354203935,0.17705911768085053
Court St & Huntington St,4077.07,40.67595768953126,-73.99894942833194,1612,10.547890808519437,1371,241,511,1101,418,360,394,0.25930521091811415,0.31699751861042186,0.14453510266296063,0.1561449383638401,0.5035782356960478,0.1356746765249538,0.08622540250447228,0.17689980321812696
Wyckoff Ave & Stanhope St,4931.05,40.703545,-73.917775,2073,10.120692217398295,1765,308,626,1447,373,219,620,0.1799324650265316,0.30197780993728895,0.18586927284138796,0.13933507657825925,0.34943406251529324,0.1783117683302526,0.11019677996422182,0.17686003292673977
Catherine St & Monroe St,5128.04,40.71117444,-73.99682619,1753,10.288892945426888,1580,173,446,1307,409,576,370,0.23331431831146607,0.25442099258414147,0.15717744104725187,0.15278296600672395,0.4531031688947312,0.16105976586568083,0.06189624329159213,0.17648029275593483
Ave C & E 16 St,5769.06,40.72984830346529,-73.97455215454102,2126,10.482544708372531,1945,181,595,1531,379,659,558,0.17826904985888994,0.27986829727187207,0.19062135748229175,0.14157639148300336,0.34620366204480074,0.1886629698089957,0.06475849731663685,0.17603588628756703
E 82 St & East End Ave,7049.04,40.7724607,-73.9468208,1912,11.671720092398886,1791,121,433,1479,397,686,378,0.20763598326359833,0.22646443514644352,0.17143369496996325,0.1483003361972357,0.4032350979322054,0.1822550831792976,0.04329159212880143,0.1758672270534835
Manhattan Ave & Devoe St,5219.05,40.713532,-73.9459867,1863,11.190064117015567,1591,272,638,1225,400,432,489,0.2147074610842727,0.34245840042941494,0.16704025822648616,0.14942099364960776,0.41696811283032664,0.15095502156500307,0.09731663685152057,0.17567689161516958
E 75 St & 3 Ave,6991.12,40.77112927,-73.95772297,1906,12.729535335781742,1719,187,555,1351,398,539,461,0.2088142707240294,0.29118572927597064,0.17089572312382317,0.14867388868135972,0.40552336633362224,0.16648182378311768,0.06690518783542039,0.1752990119929595
St Johns Pl & Washington Ave,4001.09,40.6737236,-73.9631611,1768,11.501332041855203,1555,213,704,1064,423,330,556,0.23925339366515838,0.39819004524886875,0.158522370662602,0.15801270078446022,0.4646370253787133,0.13111521873074553,0.07620751341681574,0.1752425355659136
Smith St & 3 St,4151.01,40.6787242,-73.99599099,1784,9.974436005231688,1554,230,452,1332,393,404,513,0.2202914798206278,0.2533632286995516,0.1599569622523088,0.14680612626073963,0.42781243907194383,0.16414048059149722,0.08228980322003578,0.17520970510183348
Franklin Ave & Quincy St,4410.02,40.68636,-73.95678,1793,11.863849637479085,1531,262,717,1076,414,372,499,0.2308979364194088,0.39988845510317905,0.16076392002151887,0.15465072842734404,0.44841048522030114,0.1325939617991374,0.09373881932021468,0.1750524577688292
Carlton Ave & Greene Ave,4386.07,40.685957,-73.971468,1649,10.950288973115018,1417,232,625,1024,420,282,466,0.2546998180715585,0.3790175864160097,0.14785259571415763,0.15689204333208817,0.4946344292983889,0.1261860751694393,0.08300536672629696,0.17487655873112673
Adam Clayton Powell Blvd & W 123 St,7704.04,40.8078316,-73.949373,1585,12.039021009463724,1422,163,363,1222,408,363,351,0.25741324921135644,0.22902208201892746,0.1421142293553304,0.15240941352259993,0.4999039912220545,0.15058533579790512,0.05831842576028622,0.17481116092955767
Broadway & Whipple St,4883.03,40.7016657,-73.9437303,1553,11.865121259927024,1336,217,442,1111,409,211,440,0.2633612363168062,0.28461043142305215,0.1392450461759168,0.15278296600672395,0.5114551545862612,0.13690696241528036,0.0776386404293381,0.1745760716309486
Madison Ave & E 99 St,7443.01,40.78948541553215,-73.95242929458618,1576,12.121471002538073,1429,147,279,1297,401,255,392,0.25444162436548223,0.17703045685279187,0.14130727158612033,0.14979454613373178,0.49413300963731327,0.1598274799753543,0.05259391771019678,0.17439309777315806
W 110 St & Amsterdam Ave,7646.04,40.802692,-73.96295,1794,13.297178567447046,1526,268,543,1251,392,352,508,0.21850613154960982,0.30267558528428096,0.16085358199587554,0.14643257377661562,0.42434524098040166,0.15415896487985212,0.09588550983899821,0.17431966437869478
W 54 St & 6 Ave,6771.13,40.761865,-73.977242,1931,13.581318358363543,1674,257,325,1606,355,173,998,0.18384256861729673,0.16830657690315898,0.17313727248274008,0.1326111318640269,0.35702759702489506,0.19790511398644486,0.09194991055456171,0.1741769878283291
W 94 St & Central Park W,7453.08,40.790431,-73.965894,1596,13.797765685045949,1377,219,344,1252,394,519,354,0.24686716791979949,0.21553884711779447,0.14310051107325383,0.14717967874486365,0.4794231956703352,0.15428219346888478,0.07835420393559929,0.17392219398338613
Berkeley Pl & 6 Ave,4134.06,40.6765304,-73.97846879,1758,11.098838016685628,1562,196,647,1111,414,347,501,0.2354948805460751,0.36803185437997726,0.15762575091903525,0.15465072842734404,0.45733788395904434,0.13690696241528036,0.0701252236135957,0.1736618959196493
E 85 St & York Ave,7146.04,40.77536905,-73.94803392,1976,11.319606958502025,1833,143,550,1426,389,664,460,0.19686234817813766,0.2783400809716599,0.17717206132879046,0.14531191632424356,0.38231238631696296,0.17572396796056686,0.05116279069767442,0.17364449733926
Myrtle Ave & Lewis Ave,4729.01,40.69681963,-73.93756926,1696,11.246234237421383,1390,306,497,1199,387,306,451,0.22818396226415094,0.2930424528301887,0.15206670850892137,0.14456481135599553,0.4431398687448728,0.14775107825015404,0.10948121645796065,0.17342668527214294
W 51 St & Rockefeller Plaza,6700.14,40.75973805251143,-73.97811613976955,1711,12.901378394700954,1462,249,261,1450,370,139,721,0.2162478082992402,0.15254237288135594,0.1534116381242715,0.1382144191258872,0.4199595117695389,0.1786814540973506,0.089087656529517,0.1733689638745041
Crescent St & Broadway,6827.11,40.7633589,-73.9286471,1855,10.415741176999102,1673,182,551,1304,394,373,563,0.21239892183288409,0.29703504043126683,0.16632296243163275,0.14717967874486365,0.4124848626899488,0.16069008009858288,0.06511627906976744,0.17299175836429867
Davis St & Jackson Ave,6278.05,40.745627,-73.945661,1718,12.879414173457508,1520,198,647,1071,414,251,560,0.2409778812572759,0.3766006984866123,0.1540392719447682,0.15465072842734404,0.46798603026775315,0.1319778188539741,0.07084078711985689,0.1729158184453183
Varick St & Watts St,5539.08,40.723635749203936,-74.006020305859,1721,10.79073290722448,1517,204,436,1285,391,292,654,0.2271934921557234,0.2533410807669959,0.15430825786783825,0.1460590212924916,0.44121634708502805,0.1583487369069624,0.07298747763864043,0.17278785177309094
27 St & Hunter St,6310.06,40.7485,-73.941275,1804,13.75016893939394,1534,270,662,1142,396,249,592,0.21951219512195122,0.3669623059866962,0.1617502017394423,0.1479267837131117,0.4262990455991516,0.14072704867529268,0.09660107334525939,0.1726473463639493
Central Park W & W 103 St,7577.27,40.79558954105342,-73.96188408136368,1733,14.457602106174265,1380,353,522,1211,373,475,443,0.2152336987882285,0.30121177149451817,0.15538420156011834,0.13933507657825925,0.4179900817046756,0.1492298213185459,0.1262969588550984,0.1718879955121069
Congress St & Clinton St,4455.10,40.68825516598005,-73.99545192718506,1654,10.163529453849256,1480,174,455,1199,399,530,345,0.24123337363966144,0.2750906892382104,0.148300905585941,0.14904744116548374,0.4684822038799222,0.14775107825015404,0.062254025044722716,0.17186566934689987
Cherry St,5181.04,40.71219906,-73.97948148,1668,12.793821622701838,1467,201,542,1126,401,546,375,0.24040767386091128,0.3249400479616307,0.14955617322693446,0.14979454613373178,0.46687867097626246,0.1387553912507702,0.07191413237924865,0.17144749303924486
President St & 4 Ave,4101.17,40.676757,-73.983262,1801,10.401602470849527,1612,189,555,1246,392,407,510,0.21765685730149917,0.3081621321488062,0.1614812158163723,0.14643257377661562,0.4226959257739259,0.15354282193468885,0.06762075134168158,0.17136193687440704
Pike St & Monroe St,5159.04,40.71173107,-73.99193043,1760,9.86906694128788,1562,198,535,1225,392,490,407,0.22272727272727272,0.3039772727272727,0.15780507486774858,0.14643257377661562,0.4325428194993412,0.15095502156500307,0.07084078711985689,0.17123203451367303
3 Ave & Carroll St,4143.04,40.677027,-73.9865,1681,11.293109845330159,1506,175,444,1237,393,327,509,0.23378941106484236,0.264128494943486,0.15072177889357125,0.14680612626073963,0.45402581279259235,0.15243376463339495,0.0626118067978533,0.17121310380037524
1 Ave & E 110 St,7522.02,40.7923272,-73.9383,1719,11.435213971301145,1490,229,462,1257,383,393,425,0.222803955788249,0.268760907504363,0.1541289339191249,0.14307060141949943,0.4326917402264545,0.15489833641404807,0.08193202146690519,0.17104898742875163
Convent Ave & W 135 St,7860.08,40.818215,-73.950988,892,14.034193927503736,777,115,77,815,364,130,194,0.4080717488789238,0.08632286995515695,0.0799784811261544,0.13597310422114306,0.7924871644895041,0.1004313000616143,0.04114490161001789,0.17103467338121375
Arion Pl & Broadway,4801.10,40.697891,-73.936642,1652,12.124717261904761,1324,328,504,1148,378,259,475,0.2288135593220339,0.3050847457627119,0.14812158163722766,0.14120283899887934,0.44436256448047157,0.1414664202094886,0.11735241502683363,0.17091617105154294
Broadway & 74 St,6332.10,40.74653,-73.89121,1919,9.14991285391697,1642,277,529,1390,361,194,685,0.18811881188118812,0.2756644085461178,0.17206132879045996,0.134852446768771,0.36533218539245227,0.17128773875539124,0.09910554561717352,0.17091500941872567
Front St & Gold St,4927.04,40.70224,-73.982578,1581,12.674748956356735,1362,219,511,1070,398,272,510,0.25173940543959517,0.32321315623023406,0.1417555814579037,0.14867388868135972,0.48888522215805436,0.13185459026494148,0.07835420393559929,0.1705696170653055
28 St & 41 Ave,6462.19,40.751047,-73.93797,1520,12.537811699561404,1288,232,442,1078,392,240,440,0.2578947368421053,0.29078947368421054,0.1362862010221465,0.14643257377661562,0.5008390541571319,0.13284041897720272,0.08300536672629696,0.17027547696113554
Washington Ave & Greene Ave,4419.03,40.68650065,-73.96563307,1736,11.393512893625193,1485,251,644,1092,393,359,480,0.22638248847926268,0.3709677419354839,0.15565318748318838,0.14680612626073963,0.43964135443798835,0.1345656192236599,0.08980322003577818,0.1701530223541646
Lincoln Pl & Classon Ave,3960.01,40.6721683,-73.9609,1450,11.400950103448276,1282,168,428,1022,398,352,322,0.27448275862068966,0.29517241379310344,0.13000986281717924,0.14867388868135972,0.5330534732633683,0.125939617991374,0.06010733452593918,0.16904233111997624
Crescent St & 30 Ave,6958.06,40.768692,-73.9249574,1594,10.81888791300711,1389,205,444,1150,385,352,418,0.24153074027603513,0.27854454203262236,0.1429211871245405,0.1438177063877475,0.4690596985070827,0.14171287738755392,0.07334525939177101,0.1686495652842429
Carroll St & Columbia St,4348.07,40.6830456,-74.00348559,1709,10.924912658474742,1516,193,466,1243,378,530,448,0.22118197776477472,0.272674078408426,0.15323231417555813,0.14120283899887934,0.42954181189101176,0.15317313616759087,0.06905187835420394,0.16822306845153706
West End Ave & W 107 St,7650.05,40.8021174,-73.9681805305,1748,13.722960812356979,1558,190,549,1199,383,410,442,0.21910755148741418,0.31407322654462244,0.1567291311754685,0.14307060141949943,0.4255132159320797,0.14775107825015404,0.06797853309481217,0.16815638384341192
