start_station_name,start_station_id,start_lat,start_lng,total_trips,avg_trip_duration,member_trips,casual_trips,weekend_trips,weekday_trips,lunch_hour_trips,morning_trips,evening_trips,lunch_hour_share,weekend_share,total_trips_score,lunch_trips_score,lunch_share_score,weekday_score,casual_score,food_cart_score
33 St & 47 Ave,6185.04,40.74283,-73.9321,378,11.093767901234568,332,46,65,313,115,21,104,0.30423280423280424,0.17195767195767195,0.03389222630682328,0.042958535674262235,0.5908289241622575,0.038570548367221194,0.016457960644007157,0.0919513422167683
Willoughby Ave & Onderdonk Ave,5115.05,40.7098,-73.91727,671,11.425136785891704,545,126,208,463,145,117,174,0.21609538002980627,0.30998509687034276,0.06016318479332915,0.05416511019798281,0.4196634916520875,0.05705483672211953,0.04508050089445438,0.09188395136670435
Decatur St & Saratoga Ave,4366.10,40.68332,-73.91711,448,13.41973169642857,378,70,140,308,127,121,90,0.28348214285714285,0.3125,0.04016856451179055,0.047441165483750464,0.5505305383022774,0.03795440542205792,0.025044722719141325,0.09179495623381376
61 St & Queens Blvd,6116.03,40.74091,-73.90273,647,10.303824703760947,541,106,167,480,143,78,201,0.22102009273570325,0.2581143740340031,0.05801129740876894,0.05341800522973478,0.4292274264722353,0.059149722735674676,0.037924865831842576,0.09174429996014213
Cedar St & Myrtle Ave,4751.01,40.697842,-73.926241,763,12.192440017474878,593,170,253,510,145,139,154,0.19003931847968544,0.3315858453473132,0.06841208643414327,0.05416511019798281,0.369061864873592,0.06284658040665435,0.06082289803220036,0.09161860254973991
Putnam Ave & Knickerbocker Ave,4663.06,40.69545,-73.91164,695,11.155687002398082,581,114,228,467,147,107,174,0.21151079136690648,0.32805755395683456,0.062315072177889355,0.054912215166230856,0.4107600875821082,0.05754775107825015,0.0407871198568873,0.09146231431220271
E 149 St & Morris Ave,7863.03,40.81734,-73.922962,616,11.20246737012987,501,115,151,465,139,76,136,0.22564935064935066,0.24512987012987014,0.05523177620371201,0.0519237952932387,0.4382175795219273,0.05730129390018484,0.04114490161001789,0.09137777929679303
5 Ave & 41 St,3306.03,40.649983,-74.005144,612,11.949375326797385,545,67,196,416,145,87,180,0.2369281045751634,0.3202614379084967,0.0548731283062853,0.05416511019798281,0.4601212465662593,0.05126309303758472,0.023971377459749553,0.09133795165598314
Lenox Ave & W 133 St,7790.04,40.81296,-73.941878,717,10.076519642026964,638,79,191,526,148,152,206,0.20641562064156208,0.26638772663877264,0.06428763561373621,0.055285767650354874,0.40086511834738137,0.06481823783117684,0.028264758497316637,0.09129856283176344
30 St & 48 Ave,6076.02,40.7413272,-73.937999,317,12.365162565720293,283,34,28,289,102,15,75,0.3217665615141956,0.08832807570977919,0.028422845871066083,0.03810235338064998,0.6248799890275681,0.03561306223043746,0.012164579606440072,0.09126860446048234
E 16 St & Cortelyou Rd,3070.04,40.64173,-73.96364,482,15.88004550484094,398,84,182,300,131,87,113,0.2717842323651452,0.3775933609958506,0.04321707163991751,0.04893537542024654,0.5278128570569486,0.036968576709796676,0.03005366726296959,0.09111201708101684
Riverside Dr & W 145 St,8018.04,40.827305,-73.951989,555,14.369317297297297,466,89,185,370,138,104,159,0.24864864864864866,0.3333333333333333,0.04976239576795481,0.05155024280911468,0.4828828828828829,0.04559457794208256,0.03184257602862254,0.09107464540474591
Woodward Ave & Harman St,5074.08,40.70793,-73.91092,582,9.416280355097365,496,86,145,437,138,148,116,0.23711340206185566,0.24914089347079038,0.05218326907558504,0.05155024280911468,0.4604810996563573,0.053850893407270485,0.03076923076923077,0.0909836139760993
Stuyvesant Walk & 1 Ave Loop,5854.10,40.732339777151054,-73.97898383438587,201,11.169444195688225,179,22,64,137,75,52,42,0.373134328358209,0.31840796019900497,0.01802205684569174,0.028016436309301458,0.7246376811594203,0.016882316697473813,0.007871198568872988,0.09093861823200254
Lenox Ave & W 140 St,7872.03,40.817245,-73.938787,799,10.487896641635379,711,88,179,620,146,194,206,0.18272841051314143,0.22403003754693368,0.07163991751098359,0.05453866268210684,0.3548638696921877,0.07640172520024646,0.03148479427549195,0.09091372275330055
Amsterdam Ave & W 183 St,8353.09,40.84925,-73.93022,329,14.066322897669707,262,67,51,278,103,39,85,0.3130699088145897,0.15501519756838905,0.029498789563346183,0.038475905864774,0.6079908374080437,0.03425754775107825,0.023971377459749553,0.09088899548050243
Prospect Ave & Vanderbilt St,3426.02,40.653368,-73.976291,559,9.606228443649373,516,43,197,362,142,119,148,0.25402504472271914,0.35241502683363146,0.05012104366538151,0.05304445274561076,0.4933239998962951,0.04460874922982132,0.015384615384615385,0.09088843075136446
Central Ave & Weirfield St,4591.04,40.69055,-73.91181,766,11.092876675369887,664,102,248,518,149,209,202,0.19451697127937337,0.3237597911227154,0.06868107235721331,0.05565932013447889,0.37775759639762363,0.06383240911891559,0.036493738819320214,0.09084264548184846
40 Ave & Crescent St,6462.05,40.7535992020056,-73.93795609474182,623,12.477713670411985,502,121,194,429,140,97,187,0.2247191011235955,0.3113964686998395,0.05585941002420873,0.05229734777736272,0.43641100797915644,0.05286506469500924,0.04329159212880143,0.09081219717792677
Madison St & Forest Ave,5025.02,40.70555,-73.90245,458,11.64487441775837,363,95,120,338,124,84,110,0.27074235807860264,0.26200873362445415,0.0410651842553573,0.04632050803137841,0.5257895069932282,0.041651263093037585,0.03398926654740608,0.09078660384749272
Bergen Ave & E 152 St,7858.02,40.817166,-73.914737,647,12.310090984028852,586,61,163,484,144,66,219,0.22256568778979907,0.25193199381761977,0.05801129740876894,0.053791557713858795,0.432229016867146,0.0596426370918053,0.02182468694096601,0.09066376735121509
35 St & 34 Ave,6679.11,40.7580583,-73.9242751,620,11.513967446236558,552,68,219,401,145,114,194,0.23387096774193547,0.3532258064516129,0.05559042410113871,0.05416511019798281,0.45418419822346884,0.049414664202094886,0.024329159212880144,0.09058966317863254
5 Ave & W 131 St,7735.05,40.81014,-73.93973,919,9.60977749365252,829,90,237,682,146,224,218,0.1588683351468988,0.2578890097932535,0.08239935443378463,0.05453866268210684,0.30852691173455704,0.0840418977202711,0.03220035778175313,0.09056947704286879
Bergen St & Kingston Ave,4089.01,40.6756,-73.9415,766,12.49205319843342,653,113,213,553,145,219,193,0.18929503916449086,0.2780678851174935,0.06868107235721331,0.05416511019798281,0.36761645287017064,0.06814540973505853,0.04042933810375671,0.09056171770300174
72 St & Northern Blvd,6570.06,40.75473,-73.89458,258,9.951004263565892,220,38,67,191,89,40,57,0.3449612403100775,0.2596899224806202,0.023132789384022235,0.03324617108703773,0.6699247275587012,0.023536660505237214,0.013595706618962432,0.09047873274528256
44 St & 48 Ave,6058.08,40.73941387498411,-73.92131969332695,634,13.182102103049422,540,94,179,455,141,146,158,0.222397476340694,0.2823343848580442,0.056845691742132165,0.05267090026148674,0.4319023453572898,0.056069008009858284,0.03363148479427549,0.09041342264418158
Kingsbridge Terrace & W 230 St,8772.06,40.87555,-73.90212,68,8.741283823529411,39,29,19,49,29,9,15,0.4264705882352941,0.27941176470588236,0.006097014256253923,0.010833022039596563,0.8282182438192668,0.006038200862600123,0.01037567084078712,0.0903828429164477
31 St & 21 Ave,7202.07,40.77813,-73.90842,530,11.58650996855346,465,65,146,384,134,66,153,0.2528301886792453,0.27547169811320754,0.04752084640903793,0.0500560328726186,0.4910035548263604,0.04731977818853974,0.023255813953488372,0.09028971562336882
Onderdonk Ave & Gates Ave,4994.10,40.70413,-73.90737,691,9.8277164737096,567,124,210,481,142,177,183,0.20549927641099855,0.30390738060781475,0.061956424280462656,0.05304445274561076,0.3990855512909247,0.059272951324707335,0.0443649373881932,0.0902543036639327
Amsterdam Ave & W 131 St,7842.16,40.816355,-73.954295,497,10.29113423876593,436,61,84,413,128,124,95,0.2575452716297787,0.16901408450704225,0.044562001255267644,0.04781471796787449,0.5001603825853673,0.05089340727048675,0.02182468694096601,0.09025284000930367
Caton Ave & E 7 St,3199.01,40.647718,-73.973663,509,11.626154191224623,445,64,152,357,132,138,105,0.2593320235756385,0.29862475442043224,0.04563794494754775,0.04930892790437057,0.5036303066541385,0.043992606284658044,0.02289803220035778,0.09011896614579787
Cauldwell Ave & E 158 St,7913.15,40.81989,-73.908351,382,10.4948989965096,333,49,77,305,113,97,57,0.29581151832460734,0.20157068062827224,0.03425087420424998,0.04221143070601419,0.5744745428332954,0.03758471965495995,0.017531305903398926,0.09005424810282887
E 115 St & Madison Ave,7599.02,40.7989445,-73.944846,734,11.312597161671208,622,112,172,562,141,179,157,0.19209809264305178,0.23433242506811988,0.06581188917779969,0.05267090026148674,0.37306006397346286,0.06925446703635244,0.04007155635062612,0.09005184282564967
Union Ave & Wallabout St,4818.03,40.70029511,-73.95032283,461,11.726889696312366,394,67,127,334,125,80,126,0.27114967462039047,0.2754880694143167,0.04133417017842733,0.04669406051550243,0.5265805275236568,0.04115834873690696,0.023971377459749553,0.08996332397075471
Crescent St & 35 Ave,6688.01,40.7596276,-73.9321455,627,10.355059994683678,556,71,227,400,144,147,158,0.22966507177033493,0.3620414673046252,0.056218057921635436,0.053791557713858795,0.44601622633659244,0.04929143561306223,0.025402504472271915,0.08988171988375832
23 Ave & 27 St,7178.02,40.776165,-73.9153175,498,11.677921050870147,439,59,158,340,131,110,124,0.26305220883534136,0.3172690763052209,0.044651663229624314,0.04893537542024654,0.5108550142599383,0.041897720271102896,0.02110912343470483,0.08986625502817726
Central Ave & Himrod St,4713.01,40.69676,-73.92302,688,11.723109399224807,572,116,216,472,142,169,174,0.2063953488372093,0.313953488372093,0.06168743835739263,0.05304445274561076,0.40082574991573977,0.05816389402341343,0.04150268336314848,0.08985304018288343
E 21 St & Church Ave,3294.03,40.65007,-73.96001,615,12.012130027100271,521,94,206,409,140,104,159,0.22764227642276422,0.33495934959349594,0.05514211422935533,0.05229734777736272,0.4420878991398609,0.05040049291435613,0.03363148479427549,0.08974163725570065
Schenectady Ave & Prospect Pl,4007.01,40.67351,-73.93363,430,12.606993527131783,333,97,142,288,119,88,76,0.27674418604651163,0.3302325581395349,0.038554648973370395,0.044452745610758314,0.5374452308729356,0.0354898336414048,0.034704830053667264,0.08951009602804927
33 St & Queens Blvd,6185.07,40.7443653191867,-73.93172398209572,530,11.161148050314466,476,54,81,449,130,83,156,0.24528301886792453,0.15283018867924528,0.04752084640903793,0.048561822936122524,0.4763467322942302,0.05532963647566235,0.01932021466905188,0.08950947162136305
Bergen St & Troy Ave,4048.03,40.67524,-73.93596,279,12.423686140979688,227,52,102,177,93,50,58,0.3333333333333333,0.3655913978494624,0.025015690845512417,0.03474038102353381,0.647342995169082,0.021811460258780037,0.018604651162790697,0.08937011275455822
Corona Ave & 92 St,6155.03,40.7424,-73.87251,147,9.806533560090703,121,26,51,96,57,20,38,0.3877551020408163,0.3469387755102041,0.013180310230431274,0.02129249159506911,0.7530316474415852,0.011829944547134935,0.009302325581395349,0.08934683582760707
W Mosholu Pkwy S & Sedgwick Ave,8841.03,40.88226,-73.88702,51,10.424389869281045,43,8,7,44,22,3,6,0.43137254901960786,0.13725490196078433,0.004572760692190442,0.008218154650728428,0.8377379937482239,0.005422057917436845,0.0028622540250447226,0.08916398066161679
W 135 St & Lenox Terrace Pl,7832.04,40.813619,-73.939336,641,11.389864222568903,541,100,149,492,136,139,165,0.2121684867394696,0.23244929797191888,0.05747332556262889,0.05080313784086664,0.41203735105925976,0.06062846580406654,0.03577817531305903,0.08905667543300573
Kingston Ave & Montgomery St,3759.07,40.66481,-73.94269,571,8.218028400467018,538,33,97,474,134,138,130,0.23467600700525393,0.16987740805604204,0.051196987357661615,0.0500560328726186,0.45574760780730467,0.05841035120147874,0.011806797853309481,0.08875636915118908
Eastern Pkwy & Troy Ave,3862.07,40.66929,-73.93679,694,12.620594476464937,579,115,179,515,137,179,167,0.19740634005763688,0.2579250720461095,0.06222541020353268,0.05117669032499066,0.383368834314831,0.06346272335181762,0.04114490161001789,0.08861211242747832
Jefferson Ave & Patchen Ave,4375.02,40.68609,-73.92628,542,12.131183456334563,468,74,149,393,131,168,126,0.24169741697416974,0.27490774907749077,0.04859679010131803,0.04893537542024654,0.4693833894860687,0.04842883548983364,0.026475849731663684,0.08854826994215576
St Nicholas Ave & W 137 St,7898.03,40.818477,-73.947568,477,12.396723305380853,397,80,145,332,124,106,123,0.259958071278826,0.3039832285115304,0.042768761768134135,0.04632050803137841,0.5048461094400388,0.04091189155884165,0.028622540250447227,0.08843361153383292
Stuyvesant Ave & Gates Ave,4458.06,40.68834,-73.93306,531,12.073824262397991,425,106,180,351,129,150,115,0.24293785310734464,0.3389830508474576,0.047610508383394604,0.048188270451998506,0.4717923524113649,0.04325323475046211,0.037924865831842576,0.0883908905284613
48 St & 5 Ave,3202.06,40.646351,-74.009271,379,13.122642744063326,324,55,91,288,110,78,97,0.29023746701846964,0.24010554089709762,0.03398188828117995,0.04109077325364214,0.5636495736300714,0.0354898336414048,0.01967799642218247,0.08830796644257607
Pearl St & York St,4895.15,40.70140463410644,-73.98768022656441,606,14.47457590759076,483,123,174,432,132,76,234,0.21782178217821782,0.2871287128712871,0.05433515646014525,0.04930892790437057,0.4230162146649447,0.05323475046210721,0.04400715563506261,0.08819120100398818
Flushing Ave & Woodward Ave,5225.02,40.71246,-73.91873,479,12.825785177453026,371,108,158,321,122,52,139,0.2546972860125261,0.3298538622129436,0.04294808571684749,0.04557340306313037,0.494629511966355,0.03955637707948244,0.03864042933810376,0.08792598204764987
49 Ave & 21 St,6128.04,40.74252,-73.948852,893,10.18385668159761,793,100,135,758,131,197,307,0.14669652855543114,0.1511758118701008,0.08006814310051108,0.04893537542024654,0.2848889105279387,0.09340727048675293,0.03577817531305903,0.08789257985366442
New York Ave & Lenox Rd,3431.02,40.65458,-73.94716,478,13.651916527196652,431,47,81,397,122,114,107,0.25523012552301255,0.1694560669456067,0.04285842374249081,0.04557340306313037,0.49566430174034315,0.048921749845964264,0.016815742397137744,0.08769765139065927
Amsterdam Ave & W 162 St,8172.07,40.83618,-73.939789,369,13.087245799457994,287,82,119,250,107,79,94,0.2899728997289973,0.3224932249322493,0.0330852685376132,0.03997011580127008,0.5631357762852991,0.030807147258163893,0.02933810375670841,0.08766967512068136
Madison St & Woodward Ave,4954.07,40.70408,-73.90408,405,14.279126954732511,304,101,144,261,112,65,112,0.2765432098765432,0.35555555555555557,0.03631309961445351,0.041837878221890175,0.5370549293254606,0.03216266173752311,0.036135957066189626,0.0874731532679446
Ditmars Blvd & 19 St,7291.06,40.78145,-73.9183302,627,13.270936788942054,503,124,192,435,132,123,169,0.21052631578947367,0.3062200956937799,0.056218057921635436,0.04930892790437057,0.4088482074752097,0.053604436229205174,0.0443649373881932,0.08735484097911989
24 Ave & 29 St,7119.04,40.7729,-73.916142,652,11.038115950920245,555,97,173,479,134,142,183,0.20552147239263804,0.26533742331288346,0.05845960728055232,0.0500560328726186,0.39912865653063034,0.059026494146642024,0.034704830053667264,0.08732316081331276
Harman St & Seneca Ave,5002.09,40.70577,-73.91292,686,10.811010155490766,559,127,202,484,134,136,192,0.19533527696793002,0.2944606413994169,0.06150811440867928,0.0500560328726186,0.3793467697638061,0.0596426370918053,0.045438282647584975,0.0873036727670865
Rogers Ave & Sterling St,3696.05,40.6630619,-73.9538746,601,11.595950942872989,510,91,207,394,134,120,145,0.22296173044925124,0.34442595673876875,0.053886846588361875,0.0500560328726186,0.4329981431912995,0.048552064078866294,0.03255813953488372,0.08725736424089856
Ovington Ave & 3 Ave,2793.07,40.63487,-74.02625,306,10.432735729847495,263,43,68,238,95,51,89,0.3104575163398693,0.2222222222222222,0.02743656415314265,0.03548748599178184,0.6029174955006157,0.029328404189772027,0.015384615384615385,0.08697565306188683
Wilson Ave & Moffat St,4507.07,40.68906,-73.90506,751,9.237559476253884,607,144,231,520,134,57,232,0.17842876165113183,0.30758988015978694,0.06733614274186317,0.0500560328726186,0.3465138269746618,0.0640788662969809,0.05152057245080501,0.08697286039282516
Lincoln Ave & E 134 St,7712.06,40.808484,-73.928803,505,13.734498910891089,418,87,113,392,122,116,109,0.24158415841584158,0.22376237623762377,0.04527929705012104,0.04557340306313037,0.4691634380829387,0.04830560690080098,0.031127012522361358,0.08696068177531609
4 Ave & 94 St,2158.08,40.61689,-74.03091,128,11.552877734375,102,26,40,88,49,15,29,0.3828125,0.3125,0.011476732717654443,0.018304071722076952,0.7434329710144927,0.01084411583487369,0.009302325581395349,0.08671796110870408
37 Ave & 35 St,6529.02,40.7531106,-73.9279917,510,11.240173562091503,428,82,191,319,126,57,137,0.24705882352941178,0.37450980392156863,0.04572760692190442,0.047067612999626446,0.4797953964194373,0.03930991990141713,0.02933810375670841,0.08668090027824335
Jefferson Ave & Evergreen Ave,4517.03,40.68989,-73.91458,614,10.607858984799131,513,101,217,397,133,133,146,0.21661237785016288,0.3534201954397394,0.055052452254998656,0.049682480388494585,0.4206675164046641,0.048921749845964264,0.036135957066189626,0.08661667851600101
54 St & 37 Ave,6468.01,40.75098,-73.90799,161,9.891448136645963,141,20,29,132,59,22,31,0.36645962732919257,0.18012422360248448,0.014435577871424729,0.022039596563317145,0.7116752182914754,0.016266173752310535,0.007155635062611807,0.08645907335088801
Cortelyou Rd & Argyle Rd,2984.04,40.64034,-73.96603,464,15.220413433908046,366,98,175,289,119,122,112,0.25646551724137934,0.3771551724137931,0.041603156101497354,0.044452745610758314,0.49806346826586706,0.03561306223043746,0.03506261180679785,0.08639447044249374
Seaman Ave & Beak St,8650.11,40.867505,-73.926363,242,14.079329269972451,217,25,63,179,81,59,50,0.3347107438016529,0.2603305785123967,0.021698197794315432,0.030257751214045572,0.6500179662234997,0.022057917436845348,0.008944543828264758,0.08632259686604034
W 146 St & Broadway,8018.09,40.826969,-73.949738,606,12.251714301430143,523,83,192,414,132,76,176,0.21782178217821782,0.31683168316831684,0.05433515646014525,0.04930892790437057,0.4230162146649447,0.05101663585951941,0.029695885509839,0.08631645107094828
83 St & Narrows Ave,2506.10,40.62757,-74.03838,48,10.26078263888889,22,26,17,31,20,3,12,0.4166666666666667,0.3541666666666667,0.0043037747691204165,0.007471049682480389,0.8091787439613526,0.0038200862600123228,0.009302325581395349,0.08630293528742551
3 Ave & E 100 St,7414.17,40.7877214,-73.94728331,678,11.802259267453294,608,70,185,493,135,197,150,0.19911504424778761,0.2728613569321534,0.060790818613825875,0.05042958535674262,0.38668718737976143,0.0607516943930992,0.025044722719141325,0.08617158941682651
34 St & 48 Ave,6110.01,40.740821207823245,-73.93147185444832,197,9.67078045685279,181,16,37,160,69,27,53,0.350253807106599,0.18781725888324874,0.01766340894826504,0.02577512140455734,0.6802030456852791,0.019716574245224893,0.005724508050089445,0.08597321495124316
E 138 St & Park Ave,7803.02,40.81263616769319,-73.92924964427948,558,9.207095878136201,429,129,135,423,122,95,145,0.21863799283154123,0.24193548387096775,0.050031381691024834,0.04557340306313037,0.4246013194119786,0.05212569316081331,0.046153846153846156,0.08595919168359699
Madison St & Evergreen Ave,4560.01,40.69122,-73.91693,690,10.974723695652173,547,143,181,509,128,231,144,0.1855072463768116,0.26231884057971017,0.06186676230610598,0.04781471796787449,0.3602604494854022,0.06272335181762169,0.05116279069767442,0.08588883624711456
Riverside Dr & W 138 St,7942.21,40.823168,-73.955857,642,15.416471806853584,548,94,199,443,132,202,160,0.205607476635514,0.3099688473520249,0.05756298753698556,0.04930892790437057,0.3992956792631721,0.05459026494146642,0.03363148479427549,0.08585964104481414
Ditmars Blvd & 43 St,7039.03,40.771203,-73.903865,616,9.014618533549784,529,87,175,441,130,112,189,0.21103896103896103,0.2840909090909091,0.05523177620371201,0.048561822936122524,0.40984377940899674,0.05434380776340111,0.031127012522361358,0.08577042282438692
E 171 St & 3 Ave,8171.06,40.837119,-73.902185,631,9.863785182250396,533,98,150,481,128,111,92,0.20285261489698891,0.23771790808240886,0.056576705819062136,0.04781471796787449,0.3939456579158915,0.059272951324707335,0.03506261180679785,0.08563474498073201
34 Ave & 83 St,6518.13,40.75393500483023,-73.88390148299196,779,10.415798523748395,695,84,205,574,134,278,178,0.17201540436456997,0.2631578947368421,0.06984667802385008,0.0500560328726186,0.3340589012297445,0.0707332101047443,0.03005366726296959,0.0855391798815993
18 St & 27 Ave,7062.07,40.772768286288304,-73.92743647098541,697,9.842862290769967,586,111,235,462,133,170,182,0.1908177905308465,0.33715925394548063,0.06249439612660271,0.049682480388494585,0.370573680161354,0.056931608133086876,0.039713774597495526,0.0854275342701261
Stanhope St & Fairview Ave,5146.03,40.70998,-73.91116,505,10.414740297029702,415,90,155,350,120,160,126,0.2376237623762376,0.3069306930693069,0.04527929705012104,0.04482629809488233,0.46147223417993966,0.04313000616142945,0.03220035778175313,0.08500228902419424
Schenectady Ave & Cortelyou Rd,3155.01,40.64535,-73.93268,95,13.897980701754387,80,15,21,74,37,32,14,0.3894736842105263,0.22105263157894736,0.008517887563884156,0.013821441912588718,0.756369183829138,0.009118915588416513,0.005366726296958855,0.08496435069067008
28 Ave & 35 St,6951.03,40.7671,-73.9169858,706,10.277905476864968,619,87,217,489,133,144,209,0.18838526912181303,0.3073654390934844,0.06330135389581279,0.049682480388494585,0.3658496530771441,0.06025878003696858,0.031127012522361358,0.08496362917727056
Broadway & W 133 St,7903.02,40.8190344,-73.956156,577,11.519629809358753,493,84,166,411,126,148,134,0.21837088388214904,0.2876949740034662,0.05173495920380167,0.047067612999626446,0.42408258608997057,0.05064695009242144,0.03005366726296959,0.08495041970459798
St Marks Ave & Rochester Ave,4039.04,40.67404,-73.92772,285,12.671621169590644,236,49,69,216,88,71,50,0.3087719298245614,0.24210526315789474,0.02555366269165247,0.03287261860291371,0.5996440376303076,0.026617375231053605,0.017531305903398926,0.08493484158351429
Bedford Ave & Maple St,3625.04,40.66035,-73.95679,506,10.963327075098816,445,61,177,329,123,109,159,0.24308300395256918,0.34980237154150196,0.04536895902447772,0.04594695554725439,0.47207423956006184,0.04054220579174368,0.02182468694096601,0.08492200800611
Putnam Ave & Wyckoff Ave,4735.03,40.69811,-73.90904,577,10.41412429231658,472,105,181,396,125,72,148,0.21663778162911612,0.31369150779896016,0.05173495920380167,0.04669406051550243,0.42071685127973274,0.048798521256931605,0.03756708407871199,0.08486475876860707
Dyckman St & Staff St,8655.02,40.868846,-73.931537,220,27.670010757575756,134,86,108,112,73,11,93,0.33181818181818185,0.4909090909090909,0.019725634358468573,0.02726933134105342,0.6444005270092227,0.013801601971657425,0.03076923076923077,0.08475297073116268
Rutland Rd & Brooklyn Ave,3576.1,40.65969,-73.94517,357,11.35742969187675,304,53,86,271,101,87,66,0.28291316526610644,0.24089635854341737,0.032009324845333094,0.037728800896525964,0.5494255673283805,0.03339494762784966,0.018962432915921288,0.08472520107511748
Halsey St & Broadway,4366.01,40.68565,-73.91564,377,10.43524792219275,291,86,135,242,104,53,75,0.27586206896551724,0.35809018567639256,0.0338025643324666,0.03884945834889802,0.5357321339330334,0.02982131854590265,0.03076923076923077,0.08466235168463791
Lee Ave & Taylor St,5053.01,40.706732,-73.961241,253,13.588971277997365,204,49,73,180,81,40,55,0.3201581027667984,0.2885375494071146,0.02268447951223886,0.030257751214045572,0.6217563155181302,0.022181146025878003,0.017531305903398926,0.08462632415030417
4 Ave & 26 St,3596.04,40.660079,-73.998633,446,11.952272869955157,375,71,140,306,114,83,146,0.2556053811659193,0.31390134529147984,0.0399892405630772,0.04258498319013822,0.49639305907584325,0.03770794824399261,0.025402504472271915,0.08462320026092772
Prospect Park W & 20 St,3507.04,40.656633,-73.983864,500,11.586291600000001,448,52,148,352,121,118,124,0.242,0.296,0.04483098717833767,0.04519985057900635,0.4699710144927536,0.04337646333949476,0.018604651162790697,0.08456055373069002
34 Ave & 31 St,6720.07,40.759604471387945,-73.92714411020279,709,11.458146544428773,620,89,253,456,134,136,175,0.18899858956276447,0.35684062059238364,0.06357033981888281,0.0500560328726186,0.36704073915087587,0.05619223659889094,0.03184257602862254,0.08453897529786525
Hancock St & Wyckoff Ave,4735.16,40.6972,-73.90674,576,11.13703197337963,479,97,161,415,123,73,147,0.21354166666666666,0.2795138888888889,0.05164529722944499,0.04594695554725439,0.41470410628019316,0.051139864448552064,0.034704830053667264,0.08416162527199675
Church Ave & Nostrand Ave,3359.01,40.65074,-73.94986,333,15.088174974974976,273,60,119,214,97,41,88,0.2912912912912913,0.35735735735735735,0.029857437460772886,0.036234590960029886,0.5656961309135221,0.026370918052988294,0.02146690518783542,0.0841369534219371
7 Ave & 20 St,3588.01,40.659053,-73.98854,615,10.21604327913279,562,53,183,432,129,189,130,0.2097560975609756,0.2975609756097561,0.05514211422935533,0.048188270451998506,0.4073524213503004,0.05323475046210721,0.018962432915921288,0.08392985873458193
Broadway & W 138 St,7942.07,40.82182,-73.95353,619,11.78129281098546,526,93,184,435,126,131,163,0.2035541195476575,0.2972536348949919,0.05550076212678203,0.047067612999626446,0.395308000280958,0.053604436229205174,0.0332737030411449,0.08392791265961609
E 149 St & Eagle Ave,7793.02,40.814046,-73.91186,177,15.110007815442563,130,47,43,134,61,25,38,0.3446327683615819,0.24293785310734464,0.015870169461131536,0.022786701531565184,0.6692868255137967,0.016512630930375846,0.016815742397137744,0.0838556708784993
E 188 St & Creston Ave,8566.05,40.861669,-73.898589,575,9.383703420289855,495,80,153,422,123,71,192,0.21391304347826087,0.26608695652173914,0.051555635255088314,0.04594695554725439,0.41542533081285443,0.052002464571780656,0.028622540250447227,0.08377562327599741
35 St & 21 Ave,7170.04,40.776745,-73.906558,278,12.073312769784174,245,33,78,200,86,54,75,0.30935251798561153,0.2805755395683453,0.024926028871155744,0.03212551363466567,0.6007715566677093,0.024645717806531114,0.011806797853309481,0.08366241600333002
Linden Blvd & Nostrand Ave,3359.03,40.65272,-73.94994,270,17.52519771604938,218,52,94,176,84,54,57,0.3111111111111111,0.34814814814814815,0.02420873307630234,0.03137840866641763,0.6041867954911433,0.02168823166974738,0.018604651162790697,0.08365141730166464
43 Ave & 47 St,6209.05,40.7448062877224,-73.91728967428207,608,13.430843804824562,519,89,217,391,127,159,165,0.20888157894736842,0.3569078947368421,0.054514480408858604,0.047441165483750464,0.40565408085430965,0.04818237831176833,0.03184257602862254,0.0836191693721742
Lefferts Ave & Albany Ave,3719.02,40.66288,-73.94019,609,10.000192528735633,559,50,128,481,125,185,124,0.20525451559934318,0.21018062397372742,0.05460414238321528,0.04669406051550243,0.3986102187001737,0.059272951324707335,0.017889087656529516,0.08349847767684146
Grand Concourse & E 156 St,7984.04,40.823429,-73.924689,327,15.209074974515802,271,56,54,273,93,62,85,0.28440366972477066,0.1651376146788991,0.029319465614632834,0.03474038102353381,0.5523201701901342,0.03364140480591497,0.02003577817531306,0.08345287555962277
Macon St & Howard Ave,4408.07,40.68452,-73.92011,459,13.355108315177924,352,107,169,290,112,103,119,0.2440087145969499,0.3681917211328976,0.04115484622971398,0.041837878221890175,0.4738719964636418,0.035736290819470114,0.03828264758497316,0.08329469150384558
7 Ave & 41 St,3192.05,40.647379,-74.000911,711,12.44792027660572,644,67,190,521,129,237,184,0.18143459915611815,0.2672292545710267,0.06374966376759617,0.048188270451998506,0.35235125053507,0.06420209488601356,0.023971377459749553,0.0832759923767832
Narrows Ave & MacKay Pl,2803.04,40.63692,-74.03449,110,10.40823893939394,83,27,26,84,41,20,19,0.37272727272727274,0.23636363636363636,0.009862817179234287,0.015315651849084797,0.7238471673254282,0.010351201478743069,0.00966010733452594,0.08324715020373227
49 Ave & 108 St,6255.02,40.74535,-73.8558,86,9.865256589147286,54,32,33,53,33,8,13,0.38372093023255816,0.38372093023255816,0.007710929794674078,0.012327231976092642,0.7451971688574317,0.006531115218730746,0.01144901610017889,0.08321310517980815
